claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
399,44,M,1.0,89,37851,1,1,Own,20165,11/13/2015,Friday,Highway,0,0.0,21,Phone,1,7193.215579000001,3.0,Medium,49584.22238,gray,47665.792689999995
402,33,F,1.0,57,34971,1,1,Rent,20104,3/18/2016,Friday,Parking Lot,0,0.0,96,Phone,1,7457.212527,8.0,Large,31494.755760000004,other,9692.92145
403,54,F,1.0,67,39887,1,0,Rent,15024,2/1/2016,Monday,Local,0,0.0,95,Broker,0,3929.51654,9.0,Large,7821.073606,gray,6347.918292
404,64,M,0.0,76,41599,1,0,Rent,80011,3/19/2016,Saturday,Parking Lot,5,0.0,0,Broker,1,4535.492318,3.0,Large,21795.646969999998,white,27897.889619999998
408,36,F,0.0,89,35832,1,0,Own,50021,9/22/2016,Thursday,Parking Lot,0,0.0,96,Broker,1,8206.352906999999,4.0,Compact,24432.94156,black,24155.2285
410,40,M,1.0,79,36884,0,0,Own,80014,9/26/2016,Monday,Highway,0,0.0,98,Broker,1,7636.093521,3.0,Large,35111.12253,white,75420.0225
411,23,M,1.0,11,31350,1,0,Rent,20105,1/10/2015,Saturday,Parking Lot,0,0.0,87,Online,1,8220.928126,2.0,Compact,9898.155732,gray,46334.60254
412,59,M,0.0,54,40781,1,1,Own,20106,10/28/2015,Wednesday,Local,0,0.0,76,Broker,0,931.3732395999999,4.0,Medium,36278.10239,white,27665.08972
413,28,M,0.0,93,33320,0,1,Rent,20112,2/16/2016,Tuesday,Local,0,0.0,87,Online,0,1967.3571579999998,5.0,Medium,33638.09365,red,17174.9167
414,46,F,1.0,78,38276,0,1,Rent,20103,1/9/2015,Friday,Local,0,1.0,74,Broker,1,3378.844046,7.0,Large,51796.56765,white,20253.067890000002
415,51,M,1.0,89,39325,1,1,Rent,20151,4/14/2016,Thursday,Highway,3,1.0,86,Broker,1,3074.28083,4.0,Large,15960.745859999999,red,13004.54626
416,46,F,0.0,98,38282,1,0,Rent,15022,8/9/2015,Sunday,Highway,1,1.0,7,Online,1,7978.929465,5.0,Medium,16050.367730000002,black,17457.631540000002
423,25,M,1.0,43,32184,1,0,Rent,20124,11/7/2016,Monday,Local,0,0.0,66,Online,1,3822.847919,4.0,Large,14034.02655,blue,13846.020330000001
424,52,F,1.0,70,39519,1,1,Rent,50035,9/12/2016,Monday,Parking Lot,0,0.0,14,Phone,1,6669.939824,8.0,Compact,28494.959939999997,gray,34879.35173
428,51,M,0.0,47,39309,1,1,Rent,15009,3/1/2016,Tuesday,Parking Lot,0,0.0,50,Broker,1,7311.724336,6.0,Medium,23088.59829,white,17826.06784
433,46,F,1.0,90,38277,0,1,Rent,80045,7/21/2015,Tuesday,Highway,1,0.0,15,Online,1,7010.185811,7.0,Compact,27539.154810000004,white,19911.83708
435,41,M,1.0,64,37125,1,0,Rent,20156,6/22/2016,Wednesday,Local,2,0.0,20,Phone,1,7713.185245000001,3.0,Large,24455.907219999997,red,32964.01489
440,31,M,0.0,71,34355,1,1,Rent,50012,2/9/2016,Tuesday,Local,0,0.0,100,Broker,0,2258.817955,3.0,Large,20909.11923,silver,23171.57072
444,58,M,1.0,86,40603,0,1,Own,20106,8/21/2015,Friday,Local,1,0.0,93,Phone,0,3798.7743609999998,4.0,Large,14203.39611,silver,34878.655739999995
446,37,F,1.0,72,36098,1,1,Rent,15019,5/20/2015,Wednesday,Local,2,0.0,99,Phone,1,8015.944434,4.0,Large,9367.193013,black,8871.641743
447,59,F,0.0,77,40768,1,0,Rent,85050,3/25/2015,Wednesday,Local,0,1.0,3,Broker,1,3986.500139,6.0,Compact,11276.65334,white,30695.12715
454,45,M,1.0,70,38070,1,0,Own,80023,6/7/2015,Sunday,Parking Lot,0,1.0,4,Broker,1,4654.042883,5.0,Medium,62247.74823,other,5575.656053
455,55,M,1.0,69,40078,1,1,Rent,50035,7/31/2016,Sunday,Highway,0,1.0,4,Broker,1,6223.744732,5.0,Compact,21233.493730000002,blue,8781.706737999999
456,63,F,0.0,89,41438,1,0,Own,80109,3/3/2015,Tuesday,Local,2,1.0,44,Phone,0,7462.860815999999,8.0,Medium,17901.320069999998,black,52692.08773
459,35,F,1.0,68,35546,1,1,Own,50002,12/30/2015,Wednesday,Local,0,1.0,83,Phone,0,2018.0409670000001,7.0,Large,31524.63393,white,10721.7675
463,60,M,1.0,39,40942,0,0,Own,85061,7/7/2016,Thursday,Highway,1,1.0,50,Broker,1,1965.198253,8.0,Medium,44573.00275,red,27118.6444
465,35,M,0.0,30,35569,1,0,Own,50058,9/4/2015,Friday,Local,1,0.0,94,Broker,1,10250.83397,3.0,Medium,22897.44363,silver,61135.09735
466,35,M,1.0,74,35535,1,1,Own,50054,6/17/2016,Friday,Parking Lot,0,0.0,7,Broker,0,6142.74674,3.0,Large,13225.76444,white,31948.901439999998
468,27,M,1.0,93,32961,1,1,Rent,80024,9/23/2016,Friday,Local,1,0.0,5,Online,1,6181.316526,9.0,Compact,11338.183,gray,51982.63267
470,42,M,0.0,68,37382,1,0,Own,80034,3/15/2015,Sunday,Highway,0,1.0,2,Phone,1,2245.716441,3.0,Large,11534.5613,gray,30124.33636
471,40,F,1.0,91,36890,1,0,Own,20129,3/18/2015,Wednesday,Parking Lot,0,0.0,10,Online,1,4422.161247999999,4.0,Large,25433.98577,blue,8986.668137999999
474,37,F,0.0,66,36101,1,0,Own,20148,6/16/2016,Thursday,Local,0,0.0,100,Broker,0,5696.490819,5.0,Compact,37690.49275,silver,34611.5031
475,58,M,1.0,78,40609,1,1,Rent,15001,10/21/2016,Friday,Local,0,0.0,73,Broker,0,2898.831164,3.0,Medium,11847.07872,blue,40963.52197
476,43,F,1.0,81,37619,0,1,Own,20148,9/16/2015,Wednesday,Parking Lot,0,0.0,3,Broker,0,3907.9558409999995,8.0,Compact,52684.03063,red,38939.07237
478,49,F,1.0,64,38906,0,0,Own,80015,5/9/2016,Monday,Highway,0,0.0,75,Broker,1,2985.169975,5.0,Compact,9552.163643,black,31317.81016
480,33,F,1.0,55,34959,0,0,Own,80006,12/26/2015,Saturday,Highway,1,1.0,0,Broker,1,2618.227312,3.0,Compact,11842.60221,red,18768.69149
482,45,M,0.0,76,38070,1,1,Own,85062,7/13/2016,Wednesday,Parking Lot,1,0.0,50,Broker,0,3883.398357,7.0,Large,14604.65657,silver,13180.263079999999
485,56,F,0.0,80,40258,1,0,Rent,50025,8/14/2015,Friday,Parking Lot,0,0.0,48,Broker,0,5229.527684000001,7.0,Medium,53566.61971,gray,25443.31034
487,41,F,1.0,48,37131,0,1,Own,50022,3/13/2016,Sunday,Local,0,0.0,14,Broker,0,7077.157253,3.0,Large,13702.750869999998,blue,11161.1373
490,87,M,1.0,94,44636,0,1,Own,50008,7/30/2016,Saturday,Highway,0,1.0,92,Broker,1,3097.7049629999997,3.0,Medium,46661.675310000006,other,17046.20205
496,44,F,0.0,86,37836,0,0,Rent,15001,2/13/2016,Saturday,Local,0,0.0,47,Broker,1,6116.6474259999995,3.0,Compact,10252.315779999999,silver,47367.14993
497,48,M,1.0,94,38721,0,1,Rent,85067,5/12/2015,Tuesday,Parking Lot,3,0.0,0,Phone,1,4501.841953,6.0,Compact,25215.6433,white,17997.978619999998
498,53,M,1.0,75,39703,1,0,Own,50009,2/23/2015,Monday,Local,0,0.0,0,Phone,0,3729.623072,2.0,Large,15287.00801,other,15750.40069
499,38,F,1.0,72,36381,1,0,Rent,15025,5/30/2016,Monday,Parking Lot,0,0.0,56,Phone,1,2361.170033,6.0,Large,13844.87602,gray,33318.56541
501,44,M,1.0,92,37855,1,1,Own,50033,3/6/2015,Friday,Parking Lot,1,0.0,1,Broker,0,5273.596471,5.0,Large,8893.473173999999,silver,43898.72473
502,39,F,1.0,93,36654,1,0,Own,20132,3/6/2015,Friday,Local,0,0.0,1,Broker,1,3565.938396,2.0,Compact,38326.572680000005,silver,29120.450080000002
503,62,M,1.0,83,41244,1,0,Own,20137,1/10/2015,Saturday,Local,1,1.0,99,Broker,0,2535.784928,5.0,Compact,23086.256830000002,other,21273.570659999998
506,46,F,1.0,74,38298,1,0,Own,80104,2/1/2016,Monday,Parking Lot,1,0.0,9,Phone,1,5422.67774,4.0,Compact,37107.88786,gray,16664.41035
510,51,F,1.0,96,39325,1,0,Own,50050,6/3/2015,Wednesday,Parking Lot,0,1.0,49,Broker,0,4842.6318009999995,3.0,Medium,22604.736419999997,red,19238.779130000003
515,35,F,0.0,87,35558,1,1,Own,20156,11/23/2016,Wednesday,Parking Lot,0,0.0,92,Phone,0,5627.615502000001,1.0,Large,19600.90487,gray,18686.10785
516,55,F,1.0,89,40075,1,1,Own,20120,12/21/2016,Wednesday,Highway,0,0.0,5,Broker,0,2892.134548,8.0,Large,29654.67823,other,29760.46097
517,48,M,0.0,38,38711,1,0,Own,20104,2/27/2016,Saturday,Highway,1,1.0,17,Broker,1,4443.825168,4.0,Compact,12680.47182,black,57565.23903
521,23,F,0.0,63,31345,1,1,Rent,15047,12/4/2015,Friday,Local,0,0.0,73,Phone,0,5984.304843999999,4.0,Large,25707.24161,silver,16029.7098
524,54,M,1.0,90,39882,1,1,Own,20158,10/3/2015,Saturday,Local,0,0.0,84,Broker,1,5415.294474,5.0,Large,12602.61475,white,8828.860074
525,35,M,0.0,74,35557,1,0,Own,15001,4/27/2015,Monday,Local,1,1.0,50,Online,1,7943.298491,7.0,Medium,20909.70194,red,24581.52007
530,51,F,0.0,71,39334,1,1,Rent,20160,5/11/2015,Monday,Local,0,0.0,7,Broker,0,2795.798648,4.0,Medium,22562.55258,blue,6840.1088819999995
533,61,F,1.0,61,41119,1,0,Rent,15014,3/30/2015,Monday,Highway,1,1.0,60,Broker,1,4676.624312,5.0,Compact,18453.03302,silver,22700.76367
538,54,F,1.0,53,39886,1,1,Rent,15053,9/25/2016,Sunday,Highway,0,0.0,15,Online,1,8945.154008,7.0,Compact,11878.443070000001,black,27626.014860000003
539,51,M,0.0,80,39331,1,0,Own,15025,3/20/2015,Friday,Local,0,1.0,2,Phone,1,2930.331295,8.0,Compact,14774.953130000002,red,16085.058669999999
540,52,F,0.0,68,39518,1,1,Own,80002,10/10/2015,Saturday,Highway,0,1.0,0,Phone,1,5670.095421,6.0,Medium,30100.26728,red,20823.61491
547,59,F,1.0,44,40762,1,0,Rent,85003,1/23/2015,Friday,Highway,3,0.0,57,Broker,1,4409.121561999999,2.0,Large,22972.93431,silver,16151.28336
556,53,F,1.0,80,39703,0,0,Own,20105,12/10/2015,Thursday,Parking Lot,0,0.0,99,Broker,1,6154.387215,4.0,Compact,14476.85158,black,14727.40035
558,52,M,1.0,78,39519,1,0,Rent,15021,5/23/2015,Saturday,Local,1,0.0,3,Broker,0,1817.63989,7.0,Large,14210.756580000001,gray,19772.86996
559,33,M,1.0,95,34969,1,1,Rent,80002,9/20/2015,Sunday,Parking Lot,0,0.0,0,Broker,1,2578.931557,9.0,Compact,23972.60724,red,31298.72391
560,53,M,1.0,42,39685,1,0,Rent,80033,5/16/2016,Monday,Highway,1,1.0,71,Broker,0,3953.441272,10.0,Medium,21683.134159999998,white,10492.69923
563,36,M,1.0,57,35842,0,0,Own,80018,11/11/2016,Friday,Parking Lot,0,0.0,28,Broker,1,3584.075824,4.0,Compact,27611.09315,white,14170.63869
567,55,M,1.0,77,40082,1,1,Own,80027,4/15/2015,Wednesday,Parking Lot,0,0.0,34,Online,1,6856.362375,3.0,Medium,7581.329497,silver,37048.65927
568,27,M,1.0,67,32947,0,0,Own,85006,7/7/2015,Tuesday,Local,0,1.0,4,Online,0,8202.477498,5.0,Medium,9108.373448999999,other,14414.70204
570,29,F,0.0,88,33664,1,0,Rent,20122,8/28/2015,Friday,Local,1,1.0,50,Broker,1,4634.9625049999995,2.0,Medium,27966.47659,red,12305.01273
571,27,M,0.0,87,32966,1,1,Rent,85054,12/5/2015,Saturday,Highway,0,0.0,57,Phone,1,4214.161394,2.0,Medium,25604.80108,black,26180.26783
572,80,M,1.0,49,43830,0,0,Own,50032,2/12/2016,Friday,Local,1,0.0,52,Phone,1,7547.316852,6.0,Compact,12946.99314,white,19294.14962
574,37,F,1.0,80,36109,1,1,Own,80021,7/26/2016,Tuesday,Highway,0,0.0,78,Broker,1,2985.973959,3.0,Large,4600.134731,blue,17587.008469999997
575,41,M,1.0,79,37141,1,1,Own,50022,4/22/2015,Wednesday,Highway,0,0.0,95,Online,1,5055.235714,8.0,Medium,21579.98676,other,7533.248409000001
576,63,F,0.0,62,41422,1,1,Own,85078,4/15/2015,Wednesday,Local,0,1.0,30,Broker,0,5105.836173,3.0,Large,8260.531017,other,15250.938999999998
577,43,M,0.0,32,37606,1,1,Own,50032,9/1/2016,Thursday,Local,0,0.0,6,Phone,0,3630.172038,6.0,Large,11544.57147,blue,28746.61543
579,60,F,1.0,84,40944,0,1,Own,80012,6/4/2015,Thursday,Parking Lot,0,0.0,86,Broker,0,3972.499775,4.0,Large,27280.343569999997,silver,14848.88877
580,37,M,0.0,88,36120,1,0,Own,20124,12/5/2016,Monday,Local,0,0.0,0,Broker,0,2319.755261,5.0,Medium,3692.047076,silver,42446.82553
581,65,M,1.0,73,41747,0,1,Own,20144,2/15/2016,Monday,Local,0,1.0,22,Phone,0,7656.6557060000005,6.0,Compact,34869.336910000005,black,21577.297769999997
582,50,F,1.0,94,39119,0,0,Own,80017,6/14/2015,Sunday,Parking Lot,0,0.0,21,Broker,1,3655.779167,4.0,Medium,59659.808229999995,other,12251.25591
585,49,F,1.0,52,38923,1,1,Own,15003,2/26/2015,Thursday,Parking Lot,0,0.0,56,Broker,0,1878.696928,6.0,Medium,17839.48604,silver,19545.52619
590,31,F,1.0,76,34343,1,0,Rent,50025,7/28/2015,Tuesday,Local,0,0.0,49,Broker,1,5235.38083,3.0,Large,22335.479180000002,silver,32187.350860000002
591,30,F,1.0,71,34004,0,0,Own,50010,3/12/2016,Saturday,Highway,2,0.0,39,Broker,1,3038.6661050000002,4.0,Medium,7529.226187,black,32481.49715
594,49,M,1.0,71,38903,1,0,Own,20163,12/25/2016,Sunday,Local,1,0.0,18,Broker,1,3529.345708,6.0,Medium,17113.4272,blue,6963.16263
596,42,F,0.0,70,37388,0,0,Rent,85006,3/9/2015,Monday,Local,0,0.0,97,Broker,0,4725.503415,5.0,Large,34835.92209,white,23831.69014
600,39,M,0.0,73,36644,1,0,Own,15025,2/15/2015,Sunday,Parking Lot,0,0.0,96,Phone,1,2248.581941,7.0,Compact,16738.04241,silver,27218.243110000003
604,52,F,0.0,61,39514,1,1,Rent,80034,1/30/2016,Saturday,Local,2,1.0,79,Broker,1,5433.912004,3.0,Compact,21870.39781,red,20353.80516
605,29,M,1.0,79,33681,1,0,Rent,85073,12/6/2015,Sunday,Local,1,0.0,99,Online,1,2057.22926,3.0,Medium,13937.84195,red,16138.36024
608,38,F,1.0,71,36391,1,0,Own,80106,11/17/2016,Thursday,Parking Lot,0,0.0,100,Broker,0,4998.2104420000005,9.0,Medium,18351.06426,other,21668.35549
616,73,M,1.0,60,42902,1,0,Rent,15024,3/26/2016,Saturday,Parking Lot,0,0.0,52,Broker,0,6009.457029,2.0,Medium,24378.053490000002,other,40989.363580000005
622,40,M,0.0,70,36890,0,0,Own,85027,3/23/2016,Wednesday,Parking Lot,3,0.0,72,Broker,1,3799.231583,3.0,Medium,35385.68238,other,18375.390030000002
625,28,F,0.0,82,33316,1,0,Rent,20148,5/20/2016,Friday,Local,1,1.0,50,Online,1,4400.013027,4.0,Medium,14639.42561,black,21869.02522
628,42,M,1.0,57,37350,1,1,Own,50007,11/16/2015,Monday,Highway,0,1.0,100,Phone,0,3165.039852,5.0,Compact,31016.35773,white,17797.18499
631,51,M,1.0,93,39322,0,0,Own,80036,9/27/2015,Sunday,Parking Lot,0,0.0,0,Broker,0,6855.987948000001,3.0,Compact,26423.61995,black,23919.75993
632,61,M,1.0,79,41092,1,1,Own,15018,4/6/2015,Monday,Parking Lot,0,0.0,9,Broker,1,1560.6671900000001,4.0,Medium,16058.57114,red,23658.94453
633,43,M,0.0,86,37608,1,1,Own,20164,8/5/2015,Wednesday,Local,0,1.0,59,Broker,1,3055.444008,6.0,Large,12475.83383,other,19081.666269999998
635,53,F,0.0,78,39710,1,0,Own,0,8/13/2015,Thursday,Parking Lot,0,0.0,68,Phone,0,3435.867014,7.0,Medium,25747.59643,silver,28683.689580000002
638,46,F,0.0,81,38286,0,0,Rent,85043,5/17/2015,Sunday,Parking Lot,0,0.0,0,Broker,0,11003.75612,2.0,Medium,16593.65823,gray,8141.698369
640,50,M,1.0,66,39115,1,0,Rent,50047,4/5/2016,Tuesday,Highway,0,0.0,19,Broker,1,5698.791555,4.0,Compact,68805.60453,blue,13714.357369999998
641,36,F,1.0,93,35816,1,1,Rent,20153,11/2/2015,Monday,Parking Lot,0,0.0,100,Broker,1,1941.316998,4.0,Large,30149.051880000003,gray,9326.660218
643,21,M,1.0,83,30441,1,0,Rent,80023,9/17/2016,Saturday,Highway,3,1.0,99,Online,1,7479.427062999999,6.0,Compact,69880.04761000001,other,25661.89816
645,27,F,1.0,67,32947,1,1,Rent,80003,3/23/2015,Monday,Parking Lot,0,0.0,58,Online,1,5228.141474,4.0,Large,33112.4964,white,12644.52657
648,55,M,0.0,86,40066,1,0,Own,15045,6/17/2015,Wednesday,Highway,0,1.0,69,Phone,0,4683.967849000001,2.0,Compact,10736.03065,blue,48844.29531
650,35,F,0.0,82,35556,1,1,Own,15035,12/29/2016,Thursday,Local,0,0.0,16,Broker,0,4005.8684700000003,10.0,Large,31147.0299,other,16308.675969999998
651,49,F,1.0,62,38911,1,1,Own,15021,5/31/2015,Sunday,Highway,0,0.0,14,Phone,0,5041.963304,6.0,Large,65059.67997999999,white,22881.725980000003
654,27,F,1.0,69,32952,1,0,Own,80024,3/15/2015,Sunday,Local,3,0.0,86,Phone,1,4045.376399,7.0,Compact,10073.112340000001,blue,19897.24191
656,42,F,0.0,90,37392,1,0,Own,20129,12/16/2015,Wednesday,Local,1,0.0,98,Online,1,11186.5295,6.0,Medium,32387.73242,red,19901.43087
659,35,M,1.0,60,35536,1,1,Rent,80004,3/4/2016,Friday,Local,0,0.0,50,Broker,0,6499.677712,6.0,Compact,22040.54315,red,32438.300939999997
665,31,M,0.0,55,34338,0,0,Own,80033,5/24/2015,Sunday,Highway,0,0.0,100,Broker,1,1584.846064,4.0,Medium,8413.901796,black,42444.866519999996
670,63,M,0.0,71,41430,1,1,Own,50039,8/14/2016,Sunday,Parking Lot,0,0.0,50,Broker,1,3841.8718380000005,7.0,Large,24176.3531,gray,8019.725981999999
671,42,M,0.0,61,37349,1,1,Rent,15012,7/17/2015,Friday,Parking Lot,0,0.0,59,Broker,0,5601.309114,10.0,Compact,30794.782219999997,other,30702.48605
672,99,F,1.0,75,45964,1,1,Rent,20148,10/11/2016,Tuesday,Parking Lot,0,1.0,24,Broker,1,2177.8152649999997,2.0,Medium,11971.10337,other,23507.14305
673,30,F,0.0,42,34034,1,1,Own,85021,8/27/2016,Saturday,Local,0,1.0,28,Broker,1,5055.962837,3.0,Compact,24070.9571,silver,36412.02225
674,36,M,1.0,83,35829,1,1,Own,15046,9/29/2015,Tuesday,Highway,1,1.0,8,Broker,1,2379.369855,4.0,Medium,4277.394479,gray,15077.31114
675,62,F,1.0,63,41264,1,1,Own,50044,4/27/2016,Wednesday,Highway,2,0.0,59,Broker,1,5326.850469,3.0,Medium,11604.146,silver,43255.85838
676,40,F,1.0,81,36892,1,1,Own,85073,8/19/2015,Wednesday,Parking Lot,0,0.0,35,Broker,1,2686.807728,11.0,Compact,19615.14171,gray,19873.82038
677,27,F,1.0,91,32958,1,1,Rent,15059,2/21/2015,Saturday,Local,1,1.0,99,Online,1,1915.5676649999998,5.0,Compact,60287.22998,white,51748.80416
678,33,F,1.0,78,34964,1,0,Own,20142,8/22/2016,Monday,Local,1,1.0,99,Broker,1,3174.323804,4.0,Medium,17413.6059,white,20375.70185
680,70,F,1.0,73,42508,1,1,Own,85030,12/22/2016,Thursday,Local,0,0.0,22,Broker,1,6573.126867,4.0,Large,12405.26226,white,43587.49111
683,53,M,1.0,92,39697,1,0,Own,80021,7/24/2016,Sunday,Highway,0,1.0,76,Phone,1,2961.131957,3.0,Large,14621.55121,white,23206.44925
689,53,M,1.0,51,39691,1,1,Rent,15055,9/24/2016,Saturday,Local,0,0.0,9,Broker,1,3847.1683369999996,6.0,Medium,23982.38015,gray,8121.616241
692,41,F,1.0,72,37119,0,1,Rent,80109,5/11/2016,Wednesday,Local,0,0.0,0,Broker,0,2792.552291,6.0,Compact,12370.06271,gray,25904.11199
695,50,F,1.0,70,39116,1,1,Own,15031,4/13/2016,Wednesday,Highway,0,1.0,91,Broker,1,2205.923814,7.0,Medium,17909.84344,other,18695.52643
697,35,M,0.0,78,35538,1,1,Rent,80011,8/18/2015,Tuesday,Local,0,0.0,99,Broker,1,4653.782352,10.0,Large,24599.64858,silver,16731.98879
698,37,M,0.0,63,36094,1,0,Rent,15009,1/24/2015,Saturday,Parking Lot,1,0.0,1,Broker,0,2898.654483,7.0,Compact,32593.9994,blue,21889.531000000003
700,58,F,1.0,51,40601,0,0,Rent,80105,10/6/2016,Thursday,Local,0,0.0,1,Broker,1,7826.057838,4.0,Medium,19933.186719999998,white,9240.969654
704,38,F,1.0,90,36371,0,1,Own,85061,11/25/2015,Wednesday,Highway,0,0.0,79,Broker,0,3876.5386259999996,4.0,Compact,31421.142180000003,other,23875.54914
707,38,F,1.0,70,36361,1,1,Own,15001,1/4/2016,Monday,Local,0,0.0,97,Phone,0,6294.042374000001,5.0,Compact,9610.594669,blue,51668.90094
709,26,F,1.0,46,32585,1,0,Rent,80028,3/12/2015,Thursday,Parking Lot,0,0.0,51,Online,1,5670.474397999999,5.0,Large,22293.433380000002,red,20875.05415
710,68,F,1.0,66,42220,0,1,Rent,15012,9/21/2015,Monday,Local,1,1.0,97,Phone,1,2439.6677670000004,7.0,Medium,26014.277430000002,white,19733.7098
711,23,F,0.0,80,31363,1,0,Rent,15021,11/27/2015,Friday,Local,0,0.0,99,Phone,1,1625.777507,3.0,Compact,50337.8293,gray,32663.073089999998
717,43,F,1.0,88,37601,1,0,Own,85068,12/16/2015,Wednesday,Local,0,0.0,84,Phone,1,1694.017873,5.0,Compact,37125.67225,gray,33959.297589999995
719,33,M,1.0,73,34963,0,0,Rent,20109,6/9/2016,Thursday,Parking Lot,1,0.0,97,Broker,1,4905.849663,5.0,Compact,43418.899000000005,silver,28223.33667
720,60,F,1.0,94,40956,1,1,Own,50054,5/17/2016,Tuesday,Local,0,0.0,22,Broker,0,6691.159232,5.0,Medium,8324.449206000001,other,10955.77294
723,42,F,1.0,44,37364,1,1,Rent,15056,12/3/2015,Thursday,Local,0,0.0,0,Phone,1,4933.853885,9.0,Compact,63361.032139999996,silver,31320.12327
724,48,M,1.0,88,38712,1,1,Rent,20152,3/30/2015,Monday,Local,0,1.0,1,Broker,1,2172.732465,3.0,Compact,7363.903353,blue,37426.72579
728,34,F,1.0,22,35249,1,0,Own,80025,10/20/2016,Thursday,Parking Lot,0,0.0,36,Broker,1,5370.851874,5.0,Large,8348.215812,black,10526.41392
729,52,F,1.0,76,39510,1,0,Own,85069,7/14/2016,Thursday,Local,1,1.0,41,Phone,0,3643.979917,2.0,Compact,13881.85867,gray,52882.29067
733,37,F,1.0,78,36110,1,1,Own,80011,4/15/2016,Friday,Local,0,0.0,43,Phone,1,3659.6827270000003,4.0,Medium,38455.01501,gray,29864.72945
736,52,M,1.0,61,39523,1,0,Rent,85075,4/5/2015,Sunday,Parking Lot,0,0.0,21,Broker,1,3904.296908,6.0,Compact,23699.84186,red,4609.654617
737,43,F,0.0,76,37615,1,0,Own,15012,5/18/2015,Monday,Highway,0,0.0,94,Broker,0,6333.403315,5.0,Compact,33814.94427,red,19764.20082
738,52,F,1.0,69,39497,0,0,Own,80013,2/18/2016,Thursday,Parking Lot,5,0.0,76,Phone,1,3760.108962,4.0,Medium,17243.70739,white,45190.14619
739,48,F,1.0,80,38721,0,0,Own,50049,4/3/2015,Friday,Parking Lot,1,0.0,86,Phone,0,5708.055749,6.0,Compact,12917.2572,blue,13553.055980000001
742,34,M,1.0,58,35279,1,0,Own,80021,4/3/2016,Sunday,Local,0,0.0,86,Broker,0,8136.215212,6.0,Compact,9272.201642,black,11722.5481
748,36,F,1.0,88,35843,0,1,Own,50051,5/3/2015,Sunday,Local,0,0.0,8,Broker,0,3514.910721,5.0,Medium,28415.47376,gray,11693.22752
749,34,M,1.0,87,35264,0,0,Rent,50029,5/18/2015,Monday,Highway,0,1.0,69,Broker,1,3154.809425,7.0,Compact,10891.486190000001,other,20427.06333
750,32,F,1.0,84,34664,0,1,Rent,50021,7/1/2016,Friday,Local,0,0.0,90,Phone,1,5771.836303,4.0,Large,17289.212369999997,silver,17203.24516
753,45,M,1.0,86,38055,1,0,Rent,50014,10/9/2016,Sunday,Highway,0,0.0,83,Broker,0,2985.875345,6.0,Large,32833.51445,blue,35072.52162
757,30,M,1.0,42,34008,1,0,Rent,20105,10/19/2015,Monday,Highway,0,0.0,50,Broker,1,3344.107924,4.0,Medium,15701.009419999998,red,25363.152000000002
761,45,F,0.0,41,38069,1,1,Own,85005,6/29/2015,Monday,Local,0,0.0,74,Phone,0,4486.818427,4.0,Large,24722.50125,gray,50905.8586
763,74,M,1.0,72,43044,1,1,Rent,20106,7/21/2016,Thursday,Parking Lot,0,0.0,1,Broker,0,2368.468375,3.0,Large,32933.93064,red,12763.7678
765,27,F,0.0,60,32966,1,1,Rent,15010,6/8/2015,Monday,Parking Lot,0,0.0,99,Online,0,2220.8436739999997,3.0,Large,11626.163040000001,black,26591.96771
768,41,M,1.0,91,37130,1,0,Own,15057,12/9/2016,Friday,Local,0,0.0,76,Phone,0,4584.123661,6.0,Medium,25179.98403,red,10762.974059999999
771,23,F,1.0,64,31345,1,0,Own,80034,9/3/2016,Saturday,Highway,0,0.0,36,Phone,1,4753.0130899999995,3.0,Compact,23685.50367,gray,6219.439115
772,27,F,1.0,92,32954,1,0,Own,80034,1/12/2016,Tuesday,Local,2,,10,Online,1,4400.854013,8.0,Medium,14219.62935,red,13747.13776
774,58,M,1.0,82,40598,1,0,Rent,50049,8/1/2016,Monday,Highway,0,1.0,71,Broker,1,8642.252929,6.0,Compact,22961.73845,white,20045.39766
775,64,M,1.0,82,41587,1,1,Own,80027,2/20/2016,Saturday,Parking Lot,0,0.0,10,Online,0,5410.99124,3.0,Medium,32718.8223,white,10428.5452
779,59,M,1.0,94,40776,0,0,Rent,50047,7/13/2015,Monday,Local,2,0.0,65,Broker,1,4725.192711,7.0,Medium,16697.306780000003,white,35787.30897
782,48,M,1.0,46,38698,1,1,Own,15003,4/30/2016,Saturday,Parking Lot,5,0.0,48,Broker,1,3666.6604509999997,3.0,Large,12363.33886,black,23839.72656
785,32,F,1.0,63,34656,1,0,Rent,20142,1/13/2015,Tuesday,Highway,0,0.0,32,Phone,0,3856.5324909999995,3.0,Large,23000.62238,silver,7117.604451
786,37,F,1.0,64,36119,1,0,Own,15014,4/7/2016,Thursday,Local,0,0.0,16,Broker,1,4591.7434299999995,4.0,Medium,20658.699269999997,white,8227.361212
789,61,F,1.0,83,41110,1,1,Own,15025,8/22/2016,Monday,Local,0,0.0,50,Broker,0,3444.655932,4.0,Large,10291.43192,red,18871.487390000002
791,21,F,0.0,61,30433,0,1,Rent,50005,11/26/2015,Thursday,Local,0,0.0,88,Online,0,6133.273822,0.0,Large,38502.34944,other,21903.864719999998
